clinic_name,site,phone,full_address,city,zip,state,clinic_type,species_treated,species_tag,latitude,longitude,rating,reviews,reviews_link,photo,photo_final,working_hours,working_hours_csv_compatible,working_hours_old_format,other_hours,about,place_id,google_id,slug,listing_tier,lead_email,emergency_status,emergency_auto_tag
Madison Veterinary Specialists & Emergency Care,http://www.mvsvets.com/,+1 608-274-7772,"2704 Royal Ave, Madison, WI 53713",Madison,53713,Wisconsin,Emergency/Urgent Care,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.043179,-89.3570917,4.8,1188,"https://search.google.com/local/reviews?placeid=ChIJCyp1jsOvB4gRvCOAVR1XCCE&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipMTvawwmi5kt3O3MatAXNf2VMJg3CKoKMxsYSfQ=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMTvawwmi5kt3O3MatAXNf2VMJg3CKoKMxsYSfQ=w800-h500-k-no,"{""Friday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Wednesday"":""Open 24 hours""}","Sunday,Open 24 hours|Monday,Open 24 hours|Tuesday,Open 24 hours|Wednesday,Open 24 hours|Thursday,Open 24 hours|Friday,Open 24 hours|Saturday,Open 24 hours",Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours|Sunday:Open 24 hours,,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJCyp1jsOvB4gRvCOAVR1XCCE,0x8807afc38e752a0b:0x2108571d558023bc,madison-veterinary-specialists--emergency-care,,,24/7 Emergency,
Marila Veterinary Clinic,http://www.marilaveterinaryclinic.com/,+1 608-798-1887,"41 Glaciers Edge Square, Cross Plains, WI 53528",Cross Plains,53528,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.111996,-89.6418737,4.7,20,"https://search.google.com/local/reviews?placeid=ChIJj-Vqm0GhB4gRCT45K_tSbNU&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_fXmbzjfsfqyu2EAUn65Eg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=318.4764&pitch=0&thumbfov=100,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""9:30AM-5:30PM"",""Monday"":""9:30AM-5:30PM"",""Sunday"":""Closed"",""Tuesday"":""9:30AM-5:30PM"",""Saturday"":""9:30AM-12PM"",""Thursday"":""9:30AM-5:30PM"",""Wednesday"":""9:30AM-5:30PM""}","Sunday,|Monday,9:30AM,5:30PM|Tuesday,9:30AM,5:30PM|Wednesday,9:30AM,5:30PM|Thursday,9:30AM,5:30PM|Friday,9:30AM,5:30PM|Saturday,9:30AM,12PM",Monday:9:30AM-5:30PM|Tuesday:9:30AM-5:30PM|Wednesday:9:30AM-5:30PM|Thursday:9:30AM-5:30PM|Friday:9:30AM-5:30PM|Saturday:9:30AM-12PM|Sunday:Closed,,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJj-Vqm0GhB4gRCT45K_tSbNU,0x8807a1419b6ae58f:0xd56c52fb2b393e09,marila-veterinary-clinic,,,General Practice,
Marshall Pet Care Clinic,https://marshallpetcare.com/,+1 608-655-3963,"701 W Main St, Marshall, WI 53559",Marshall,53559,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.171495,-89.0721498,4.8,99,"https://search.google.com/local/reviews?placeid=ChIJDyuyI56KBogRUaaOgogJKjQ&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipOBCmBXhcGtbeY1a089KTRy-mMX6yJorXg1LFJh=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOBCmBXhcGtbeY1a089KTRy-mMX6yJorXg1LFJh=w800-h500-k-no,"{""Friday"":""8AM-5:30PM"",""Monday"":""8AM-5:30PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-5:30PM"",""Saturday"":""Closed"",""Thursday"":""8AM-5:30PM"",""Wednesday"":""8AM-5:30PM""}","Sunday,|Monday,8AM,5:30PM|Tuesday,8AM,5:30PM|Wednesday,8AM,5:30PM|Thursday,8AM,5:30PM|Friday,8AM,5:30PM|Saturday,",Monday:8AM-5:30PM|Tuesday:8AM-5:30PM|Wednesday:8AM-5:30PM|Thursday:8AM-5:30PM|Friday:8AM-5:30PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJDyuyI56KBogRUaaOgogJKjQ,0x88068a9e23b22b0f:0x342a0988828ea651,marshall-pet-care-clinic,,,General Practice,
Mazomanie Animal Hospital,http://www.mazoanimalhospital.com/,+1 608-795-4242,"704 Emily Rd, Mazomanie, WI 53560",Mazomanie,53560,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.16968,-89.8055034,4.7,55,"https://search.google.com/local/reviews?placeid=ChIJcTPN14WdB4gRgy91rGxt42o&q=animal+hospital,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqYvlWUJReP3qO2tIDxCMSAIvDoHrRiJWKjgwFpLY9KMfE-ubDRlFL6NfRLOFF3KRZfpzidWIyqwCPD8rf2MeFCE9XmGe_HPwZPSKurZySBJF5u4_C6N9kKZuEIQUdVkmnyE2Xb=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""7:30AM-5PM"",""Monday"":""7:30AM-5PM"",""Sunday"":""Closed"",""Tuesday"":""7:30AM-5PM"",""Saturday"":""Closed"",""Thursday"":""7:30AM-5PM"",""Wednesday"":""7:30AM-5PM""}","Sunday,|Monday,7:30AM,5PM|Tuesday,7:30AM,5PM|Wednesday,7:30AM,5PM|Thursday,7:30AM,5PM|Friday,7:30AM,5PM|Saturday,",Monday:7:30AM-5PM|Tuesday:7:30AM-5PM|Wednesday:7:30AM-5PM|Thursday:7:30AM-5PM|Friday:7:30AM-5PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJcTPN14WdB4gRgy91rGxt42o,0x88079d85d7cd3371:0x6ae36d6cac752f83,mazomanie-animal-hospital,,,General Practice,
McFarland Animal Hospital,https://mcfarlandanimalhospital.com/,+1 608-838-3400,"5620 US-51, McFarland, WI 53558",McFarland,53558,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.016392,-89.3021795,4.7,165,"https://search.google.com/local/reviews?placeid=ChIJ3b2UQyBOBogReg1Jmvii-Ow&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq6FzlbE4fjJkhsth4O2ecKTz73i_ssP7oBymCDot9AG5GjDixpQTF4Ft6B5E5SReLxjPlSkufeUK5Lt9bIJfUdKiycSDuQfW4IhjwMo79uJ-kIbh5cesbbmlPtBC6e_q5Asqzd=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""7:30AM-5PM"",""Monday"":""7:30AM-6PM"",""Sunday"":""Closed"",""Tuesday"":""7:30AM-6PM"",""Saturday"":""Closed"",""Thursday"":""7:30AM-6PM"",""Wednesday"":""7:30AM-6PM""}","Sunday,|Monday,7:30AM,6PM|Tuesday,7:30AM,6PM|Wednesday,7:30AM,6PM|Thursday,7:30AM,6PM|Friday,7:30AM,5PM|Saturday,",Monday:7:30AM-6PM|Tuesday:7:30AM-6PM|Wednesday:7:30AM-6PM|Thursday:7:30AM-6PM|Friday:7:30AM-5PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJ3b2UQyBOBogReg1Jmvii-Ow,0x88064e204394bddd:0xecf8a2f89a490d7a,mcfarland-animal-hospital,,,General Practice,
Middleton Veterinary Hospital,http://middletonveterinaryhosp.com/,+1 608-836-8561,"2705 Parmenter St, Middleton, WI 53562",Middleton,53562,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.104717,-89.5102341,4.7,183,"https://search.google.com/local/reviews?placeid=ChIJ_YbUZyipB4gRcoE-S1AlR8I&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipMOISCKCHc20sLPy_k-Yzs0_zC4-Vo2Mc3JaWDr=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMOISCKCHc20sLPy_k-Yzs0_zC4-Vo2Mc3JaWDr=w800-h500-k-no,"{""Friday"":""7:30AM-5PM"",""Monday"":""7:30AM-5PM"",""Sunday"":""Closed"",""Tuesday"":""7:30AM-5PM"",""Saturday"":""Closed"",""Thursday"":""7:30AM-5PM"",""Wednesday"":""7:30AM-5PM""}","Sunday,|Monday,7:30AM,5PM|Tuesday,7:30AM,5PM|Wednesday,7:30AM,5PM|Thursday,7:30AM,5PM|Friday,7:30AM,5PM|Saturday,",Monday:7:30AM-5PM|Tuesday:7:30AM-5PM|Wednesday:7:30AM-5PM|Thursday:7:30AM-5PM|Friday:7:30AM-5PM|Saturday:Closed|Sunday:Closed,,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": false}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJ_YbUZyipB4gRcoE-S1AlR8I,0x8807a92867d486fd:0xc24725504b3e8172,middleton-veterinary-hospital,,,General Practice,
Monona Veterinary Clinic,https://www.mononavetclinic.net/,+1 608-222-9342,"5223 Monona Dr, Monona, WI 53716",Monona,53716,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.062392,-89.3266132,4.6,76,"https://search.google.com/local/reviews?placeid=ChIJKVpz6tZTBogRU14tZb2Kc0s&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipMc4GRiU_aEA96yBAfn_j5aRycCoN57QbnqjNlF=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMc4GRiU_aEA96yBAfn_j5aRycCoN57QbnqjNlF=w800-h500-k-no,"{""Friday"":""9AM-1PM,3-5:30PM"",""Monday"":""9AM-1PM,3-5:30PM"",""Sunday"":""Closed"",""Tuesday"":""9AM-1PM,3-7PM"",""Saturday"":""Closed"",""Thursday"":""9AM-1PM,3-7PM"",""Wednesday"":""9AM-1PM,3-5:30PM""}","Sunday,|Monday,9AM,1PM,3,5:30PM|Tuesday,9AM,1PM,3,7PM|Wednesday,9AM,1PM,3,5:30PM|Thursday,9AM,1PM,3,7PM|Friday,9AM,1PM,3,5:30PM|Saturday,","Monday:9AM-1PM,3-5:30PM|Tuesday:9AM-1PM,3-7PM|Wednesday:9AM-1PM,3-5:30PM|Thursday:9AM-1PM,3-7PM|Friday:9AM-1PM,3-5:30PM|Saturday:Closed|Sunday:Closed",,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": true, ""Assistive hearing loop"": false, ""Wheelchair accessible restroom"": false, ""Wheelchair accessible seating"": false}, ""Amenities"": {""Restroom"": false}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Parking"": {""Free parking lot"": true, ""On-site parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",ChIJKVpz6tZTBogRU14tZb2Kc0s,0x880653d6ea735a29:0x4b738abd652d5e53,monona-veterinary-clinic,,,General Practice,
Mt Horeb Animal Hospital,https://mthorebanimalhospital.com/,+1 608-437-8122,"1300 Springdale St, Mt Horeb, WI 53572",Mt Horeb,53572,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.010589,-89.7232439,4.8,95,"https://search.google.com/local/reviews?placeid=ChIJI0b8N3eXB4gRRvuYQNfhsXA&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq776yCm36v6u4IOrqSt1zu39xrLiHOFENXy7wNDEPnyhl87Sy1AdZXD7rGRsW4fc-yxMAdHG5iGC11fAT0Wxk5tiT3RN0YwFmuVa3adprqiNDiBUl2ntjfzbTGiMreigLpSj4q=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""7:30AM-12PM,1-5:30PM"",""Monday"":""7:30AM-12PM,1-5:30PM"",""Sunday"":""Closed"",""Tuesday"":""7:30AM-12PM,1-5:30PM"",""Saturday"":""Closed"",""Thursday"":""7:30AM-12PM,1-5:30PM"",""Wednesday"":""7:30AM-12PM,1-5:30PM""}","Sunday,|Monday,7:30AM,12PM,1,5:30PM|Tuesday,7:30AM,12PM,1,5:30PM|Wednesday,7:30AM,12PM,1,5:30PM|Thursday,7:30AM,12PM,1,5:30PM|Friday,7:30AM,12PM,1,5:30PM|Saturday,","Monday:7:30AM-12PM,1-5:30PM|Tuesday:7:30AM-12PM,1-5:30PM|Wednesday:7:30AM-12PM,1-5:30PM|Thursday:7:30AM-12PM,1-5:30PM|Friday:7:30AM-12PM,1-5:30PM|Saturday:Closed|Sunday:Closed",,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}}",ChIJI0b8N3eXB4gRRvuYQNfhsXA,0x8807977737fc4623:0x70b1e1d74098fb46,mt-horeb-animal-hospital,,,General Practice,
Northside Animal Hospital,https://northsideanimal.vet/,+1 608-204-2700,"2121 N Sherman Ave, Madison, WI 53704",Madison,53704,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.122029,-89.3632953,4.8,355,"https://search.google.com/local/reviews?placeid=ChIJJ-rs_fZUBogRTk7y8kNuvR4&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrNoTdiN_vcOD8YFMOKVZg4xn20UwCk8hjnAicymBZkKNHcKGnG-1WS6VY9wtjEZwFaUnJX_gTbOh8s6Ha8p45u348nPTWCQhtYUoCDgyh5wJyjgUgumNvTQzHlb3oail7zyP5LFg=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""7:30AM-5:30PM"",""Monday"":""7:30AM-5:30PM"",""Sunday"":""Closed"",""Tuesday"":""7:30AM-7PM"",""Saturday"":""8AM-12PM"",""Thursday"":""7:30AM-7PM"",""Wednesday"":""7:30AM-5:30PM""}","Sunday,|Monday,7:30AM,5:30PM|Tuesday,7:30AM,7PM|Wednesday,7:30AM,5:30PM|Thursday,7:30AM,7PM|Friday,7:30AM,5:30PM|Saturday,8AM,12PM",Monday:7:30AM-5:30PM|Tuesday:7:30AM-7PM|Wednesday:7:30AM-5:30PM|Thursday:7:30AM-7PM|Friday:7:30AM-5:30PM|Saturday:8AM-12PM|Sunday:Closed,,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJJ-rs_fZUBogRTk7y8kNuvR4,0x880654f6fdecea27:0x1ebd6e43f2f24e4e,northside-animal-hospital,,,General Practice,
Odyssey Veterinary Care,https://odysseyvetcare.com/,+1 608-288-7838,"2934 Chapel Valley Rd, Fitchburg, WI 53711",Fitchburg,53711,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.014232,-89.4309612,4.8,353,"https://search.google.com/local/reviews?placeid=ChIJFUBH5oOyB4gRppbMph-Ztz0&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipMlkcYfow3DqykNooO45h2YlEtjhRIpFQXHxwrS=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMlkcYfow3DqykNooO45h2YlEtjhRIpFQXHxwrS=w800-h500-k-no,"{""Friday"":""8AM-5:30PM"",""Monday"":""8AM-8PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-8PM"",""Saturday"":""9AM-1PM"",""Thursday"":""8AM-8PM"",""Wednesday"":""8AM-8PM""}","Sunday,|Monday,8AM,8PM|Tuesday,8AM,8PM|Wednesday,8AM,8PM|Thursday,8AM,8PM|Friday,8AM,5:30PM|Saturday,9AM,1PM",Monday:8AM-8PM|Tuesday:8AM-8PM|Wednesday:8AM-8PM|Thursday:8AM-8PM|Friday:8AM-5:30PM|Saturday:9AM-1PM|Sunday:Closed,,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJFUBH5oOyB4gRppbMph-Ztz0,0x8807b283e6474015:0x3db7991fa6cc96a6,odyssey-veterinary-care,,,General Practice,
Oregon Veterinary Clinic,https://www.oregonvetclinic.com/,+1 608-835-7323,"1145 Park St, Oregon, WI 53575",Oregon,53575,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",42.916193,-89.3680178,4.6,343,"https://search.google.com/local/reviews?placeid=ChIJxx9xzQ1LBogRAZ4OynNpBkE&q=veterinary+care,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npyigZbuyQhISp0tGwFGosnR2H-QWd9844PBoQiHdfpIn8Nq32NIOzFXmRvE_2dWQakBUhE-09h5Hh4yKrFK8wRQmrmUB2ZFH6xkumq3wzMW2P87FGZw7ha3mO4wAsi_0bBzoIP=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""7:15AM-6PM"",""Monday"":""7:15AM-6PM"",""Sunday"":""Closed"",""Tuesday"":""7:15AM-6PM"",""Saturday"":""8AM-1PM"",""Thursday"":""7:15AM-6PM"",""Wednesday"":""7:15AM-6PM""}","Sunday,|Monday,7:15AM,6PM|Tuesday,7:15AM,6PM|Wednesday,7:15AM,6PM|Thursday,7:15AM,6PM|Friday,7:15AM,6PM|Saturday,8AM,1PM",Monday:7:15AM-6PM|Tuesday:7:15AM-6PM|Wednesday:7:15AM-6PM|Thursday:7:15AM-6PM|Friday:7:15AM-6PM|Saturday:8AM-1PM|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJxx9xzQ1LBogRAZ4OynNpBkE,0x88064b0dcd711fc7:0x41066973ca0e9e01,oregon-veterinary-clinic,,,General Practice,
"Passion for Paws Veterinary Clinic, Boarding and Daycare",http://passionforpawsveterinaryclinic.com/,+1 608-826-3700,"437 S Jct Rd, Madison, WI 53719",Madison,53719,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.057931,-89.5272394,4.7,150,"https://search.google.com/local/reviews?placeid=ChIJNV6KEQqvB4gR1KFHfV48_AQ&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipPuyFE0st1wC3czQ-8vWh63MxUL8-fUedESMi9r=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipPuyFE0st1wC3czQ-8vWh63MxUL8-fUedESMi9r=w800-h500-k-no,"{""Friday"":""8AM-5PM"",""Monday"":""8AM-5PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-5PM"",""Saturday"":""8AM-12PM"",""Thursday"":""8AM-5PM"",""Wednesday"":""8AM-5PM""}","Sunday,|Monday,8AM,5PM|Tuesday,8AM,5PM|Wednesday,8AM,5PM|Thursday,8AM,5PM|Friday,8AM,5PM|Saturday,8AM,12PM",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:8AM-12PM|Sunday:Closed,"[{""pickup"": {""Monday"": ""8 AM-5 PM"", ""Tuesday"": ""8 AM-5 PM"", ""Wednesday"": ""8 AM-5 PM"", ""Thursday"": ""8 AM-5 PM"", ""Friday"": ""8 AM-5 PM"", ""Saturday"": ""8-11:30 AM"", ""Sunday"": ""3-5 PM""}}]","{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",ChIJNV6KEQqvB4gR1KFHfV48_AQ,0x8807af0a118a5e35:0x4fc3c5e7d47a1d4,passion-for-paws-veterinary-clinic-boarding-and-daycare,,,General Practice,
"Paws & Claws Mobile Veterinary Service, LLC",http://www.pawsnclawsvet.com/,+1 608-441-8579,"4717 Ames St, Madison, WI 53711",Madison,53711,Wisconsin,Mobile Clinic,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.056378,-89.4578046,4.6,30,"https://search.google.com/local/reviews?placeid=ChIJr-RtCeetB4gRqUtyOFQ4k6Y&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr1Z0SSRx9TcDFVnmBZfsgaUFF9lKj3p3yViIfQL-OrhQPesHWKyFGeDeObQSy4O9Ifli3chmTp3N7urW65VXjfRCSa3TZ4_O_3QsOzaJYkC2bv8jK9lcSCHmIRvevm7zW7xmUc=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""8AM-3PM"",""Monday"":""8AM-5PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-5PM"",""Saturday"":""Closed"",""Thursday"":""8AM-5PM"",""Wednesday"":""Closed""}","Sunday,|Monday,8AM,5PM|Tuesday,8AM,5PM|Wednesday,|Thursday,8AM,5PM|Friday,8AM,3PM|Saturday,",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:Closed|Thursday:8AM-5PM|Friday:8AM-3PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJr-RtCeetB4gRqUtyOFQ4k6Y,0x8807ade7096de4af:0xa693385438724ba9,paws-claws-mobile-veterinary-service-llc,,,General Practice,
Petinary Clinic,http://www.petinaryclinic.com/,+1 608-255-1239,"1014 Williamson St, Madison, WI 53703",Madison,53703,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.081236,-89.3675525,4.6,101,"https://search.google.com/local/reviews?placeid=ChIJh1V5eHFTBogRMk7UzAdDGJA&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipOi-rnptF3GkHtuMTlKLY5O_yV1U3v89pvJfRYN=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOi-rnptF3GkHtuMTlKLY5O_yV1U3v89pvJfRYN=w800-h500-k-no,"{""Friday"":""7:30AM-2PM"",""Monday"":""7:30AM-2PM"",""Sunday"":""Closed"",""Tuesday"":""7:30AM-2PM"",""Saturday"":""8-11AM"",""Thursday"":""7:30AM-2PM"",""Wednesday"":""7:30AM-2PM""}","Sunday,|Monday,7:30AM,2PM|Tuesday,7:30AM,2PM|Wednesday,7:30AM,2PM|Thursday,7:30AM,2PM|Friday,7:30AM,2PM|Saturday,8,11AM",Monday:7:30AM-2PM|Tuesday:7:30AM-2PM|Wednesday:7:30AM-2PM|Thursday:7:30AM-2PM|Friday:7:30AM-2PM|Saturday:8-11AM|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible seating"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",ChIJh1V5eHFTBogRMk7UzAdDGJA,0x8806537178795587:0x90184307ccd44e32,petinary-clinic,,,General Practice,
PetVet Vaccination Clinic,https://locations.petvet.vippetcare.com/wi/stoughton/1800-us-hwy.-51/4049/?utm_source=gbp,+1 800-427-7973,"1800 US-51, Stoughton, WI 53589",Stoughton,53589,Wisconsin,Low Cost / No Cost,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",42.932335,-89.248029,,,,https://lh3.googleusercontent.com/p/AF1QipP2WsCRE2z3qFkLA9Es_vLRK9rD1csPBixt6sgu=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipP2WsCRE2z3qFkLA9Es_vLRK9rD1csPBixt6sgu=w800-h500-k-no,"{""Friday"":""Closed"",""Monday"":""Closed"",""Sunday"":""4-5:30PM"",""Tuesday"":""Closed"",""Saturday"":""Closed"",""Thursday"":""Closed"",""Wednesday"":""Closed""}","Sunday,4,5:30PM|Monday,|Tuesday,|Wednesday,|Thursday,|Friday,|Saturday,",Monday:Closed|Tuesday:Closed|Wednesday:Closed|Thursday:Closed|Friday:Closed|Saturday:Closed|Sunday:4-5:30PM,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJUyXlCPpJBogR2UfQ6Zv3tvs,0x880649fa08e52553:0xfbb6f79be9d047d9,petvet-vaccination-clinic,,,General Practice,
